x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
-4.374128, NaN, 12.190129, NaN, -5.450105, 26.168988, NaN, 5.167827, 9.804126, 1.133634, 18.121012, 1.133050, 10.513543, -0.365564, -6.495824, 16.303340, -2.137993, 23.277394, -4.729443, -28.484931, -42.293518, 13.905656, -7.420811, 7.477510, NaN, 3.589188, -0.214831, 4.756930, 3.837297, NaN, -7.365587, -4.129112, -12.721644, -14.788818, 6.785933, -2.459919, -1.412654, 4.315735, 14.588235, 3.306855, 13.630498, 12.060012, NaN, -13.622898, 2.848152, -3.749522, 6.359934, -11.399937, 22.505143, NaN, -5.652618, 5.662828, -8.900740, 11.040678, 24.908826, 10.084221, -11.842497, 4.754007, -6.094180, NaN, -5.734029, -7.453408, 13.939428, -4.324831, -15.556272, -3.274293, NaN, NaN, 1.997015, NaN, 3.700014, 8.902362, -10.242164, -4.747961, -2.127136, 30.078702, -4.058507, NaN, 0.245645, 2.933731, NaN, -15.504645, 0.478839, 18.720836, NaN, 0.969698, 3.624856, 4.857171, -28.869458, -0.465894, 8.626665, 13.474530, -5.291059, 7.094099, NaN, NaN, I, G, I, G
-6.492537, 7.265724, 11.931800, NaN, -11.719485, 26.377047, 4.882430, 7.931649, NaN, -2.602789, 15.221714, NaN, 3.675353, 2.729405, -10.201003, 12.933117, NaN, 18.916381, -2.266377, -24.557869, -44.111089, 14.205235, -6.607479, 4.843023, -3.045925, 5.863559, -4.817132, NaN, -5.085476, -8.879008, -5.749606, -4.512792, -17.855261, -13.075148, 3.911853, -5.350008, NaN, NaN, 10.539779, 0.973825, 14.627719, 8.106955, NaN, -18.644565, NaN, -6.736304, 4.944002, -5.373248, 19.158511, 19.665123, -12.527725, 1.423266, -6.134517, 9.912684, 20.229518, 7.219183, -11.699127, -0.398215, -3.643952, -3.378820, -6.216028, -15.093496, 11.109143, -1.014582, -21.894749, NaN, -22.964815, 16.329270, 2.972738, 5.351153, 1.065257, 7.551664, NaN, -8.988106, -5.256893, 24.962885, -9.128225, 5.052218, 0.335497, 1.514481, 4.734298, NaN, NaN, 15.464084, -6.323866, -6.582123, 2.447442, 5.556195, -32.916811, -5.675451, 5.873092, 14.890369, -9.501616, 5.521095, -0.862590, NaN, H, I, I, I
-8.525761, 0.487398, 15.147374, -25.292278, -17.973633, 20.853631, -0.221967, 0.110628, -0.049451, -6.244672, 13.258433, -6.390628, -3.204924, -2.288333, -9.577505, 12.596468, -7.465746, 15.638572, -5.219698, -29.097464, -44.352490, 9.903437, -12.578385, -1.518866, -11.451617, 0.938285, -9.802749, NaN, -6.905048, -12.220217, -7.981067, -12.533164, -23.554906, -17.698434, -3.210930, -6.403890, NaN, -2.764927, 6.916979, -6.942003, 13.943000, 1.422433, NaN, NaN, NaN, -10.659761, 1.654776, -14.629978, 8.065441, 14.338080, -16.097565, -2.306134, -9.199315, 4.696130, 13.855407, 8.519246, -20.561237, NaN, -8.997465, NaN, -10.585523, -12.841591, 9.121393, -9.381853, -27.776312, -9.904299, -23.638394, NaN, -1.702128, 5.831214, -0.457140, 2.618655, -14.186158, -9.143200, NaN, 25.703208, NaN, 4.965702, -2.840762, -6.470508, 0.069335, -21.315714, -2.533034, 15.806035, -13.896339, -7.249271, NaN, -2.180110, -36.472093, -12.842275, 2.937484, 11.348181, -11.870852, -2.979334, -3.685162, NaN, I, G, K, NaN
-10.623192, 8.548414, 10.613754, NaN, -13.174812, 26.334306, NaN, 5.335944, 2.431667, -5.163369, 14.379605, 0.306782, 3.879498, 5.706106, -6.162595, 15.250492, -6.301860, 15.902386, 0.851213, -26.688601, -43.893355, NaN, -9.708669, 3.384457, -3.559781, 0.557403, -8.619937, 1.927982, -5.195953, -7.342502, -9.990352, -6.787536, -18.268287, NaN, -0.762972, -3.787523, 1.467757, 0.606558, 11.258845, NaN, 13.063763, 9.824817, 26.564518, -18.347003, -0.714793, -5.837005, 10.633097, -8.609170, 20.079154, NaN, NaN, -0.244412, -9.972599, 10.969406, 18.593225, NaN, -15.379896, -2.870715, -3.457619, -4.038735, -5.814796, -14.743302, 12.888956, -3.477783, -18.333407, -5.674294, -23.275330, NaN, 6.131503, NaN, 8.975985, 3.616594, -8.532724, -5.500114, -9.252154, 27.569380, -9.322636, NaN, 2.295866, -2.153788, 8.094439, -19.737859, -1.464918, 15.657159, -6.539853, -5.881953, NaN, 6.202472, -30.528538, -3.505834, NaN, 11.986853, NaN, -0.315129, 2.105396, G, H, G, H, G
-7.665416, NaN, 10.065755, -17.928240, -14.314927, 24.952077, 1.322679, 1.013949, 2.267377, -2.347545, 13.756052, NaN, 4.593843, -2.693616, -9.545432, 14.584796, -4.213959, 17.858631, -6.680611, -29.109997, -46.990573, 10.516169, -9.731302, 1.187502, -9.370891, NaN, -6.422438, -1.595540, NaN, -10.606938, -10.103754, -8.618873, NaN, -20.867982, 0.682232, -7.816454, -5.733964, -0.112037, NaN, -2.126641, 14.993772, 8.303296, 21.221788, -22.924821, NaN, -8.265996, 1.679031, -9.926515, 16.879134, 18.884368, NaN, -0.459001, -8.906662, NaN, 18.782522, 4.730967, -16.680909, -3.763531, -7.394323, NaN, -5.860617, -12.397154, 9.654670, NaN, -20.656422, -7.676307, -23.525550, 15.001752, 4.443331, 8.061094, -1.474423, 6.964039, -12.981299, NaN, -5.499802, 24.109022, NaN, 3.257347, -4.542593, -3.776290, -0.025807, NaN, 1.567761, 14.074643, -6.607238, -5.033304, 2.014854, 0.848799, -33.551493, -9.225915, 4.958402, 7.793426, NaN, 0.880570, 0.232657, J, H, H, G, H
-7.113592, 5.771648, 13.399527, -17.265896, -15.083719, 18.232073, 2.898382, 4.924593, 2.050029, NaN, NaN, -2.867667, 3.742220, NaN, -7.142518, 13.012979, NaN, 21.315184, -4.430019, -30.430820, NaN, 9.625802, -5.553013, 0.774500, -4.048032, -0.829966, -5.046310, NaN, 0.659847, -9.199514, -9.452710, -3.816777, -21.699032, -22.199235, NaN, -1.266279, -3.393065, NaN, 11.066736, NaN, 9.421886, 6.538520, 23.586469, NaN, 4.908612, NaN, 9.930969, -9.657955, NaN, 21.243479, -11.306736, 6.531894, -8.227168, 8.040039, NaN, 9.237765, -16.533343, -2.905823, -6.958230, 1.465511, -2.728791, -10.651392, NaN, -5.539312, -19.097157, -11.458444, NaN, NaN, 5.755937, NaN, 2.483683, NaN, -13.486225, -1.114457, NaN, 30.558558, -7.505222, 4.334713, 1.813992, 1.822373, 5.537480, -25.688611, 3.440503, 12.953816, -5.173895, -1.433117, 6.650643, 3.202878, -32.140105, -7.454957, 11.232919, NaN, -3.672958, -3.581144, 0.495345, H, I, K, NaN, G
-9.459570, 4.211684, 9.892401, -14.807249, -12.826775, 20.754839, -0.126094, 3.326684, -2.881768, -1.475879, 10.363530, -1.750070, 1.193252, NaN, -8.401245, 12.190535, -7.818317, 15.264575, -3.897413, -30.419278, -42.487154, 11.081878, -10.677444, 2.213812, -4.859391, -1.174859, -7.297794, NaN, -5.042557, NaN, -10.545351, -5.712895, -19.289036, -20.014310, 1.802865, -6.680700, -4.480640, 1.281230, 11.094566, -6.469604, NaN, 9.605096, 20.091679, -18.450830, -3.175789, -9.374240, NaN, -10.431521, 14.346873, 20.788365, -14.208032, NaN, -7.915431, 10.171193, 18.196453, 3.585293, -18.500729, -2.813147, NaN, -5.796980, -4.973149, -12.780063, 12.544444, -4.661935, -18.763570, NaN, -22.020480, 14.594906, 2.001882, 3.177052, NaN, 4.633879, -13.770780, -9.977942, -6.844387, 25.620055, -10.507109, 7.239514, NaN, 1.108286, 5.574971, -22.242745, -3.216539, NaN, -9.804419, -3.078471, 1.988280, 1.663440, -31.937504, NaN, 6.079615, 10.524052, -10.387972, -0.529116, -2.225495, J, NaN, K, H, G
-12.546533, 4.848199, NaN, -22.772257, NaN, 20.771144, NaN, 6.637455, NaN, -4.552301, 13.789529, -6.115967, 2.057691, -2.488076, -6.186283, NaN, -2.729846, 16.661974, -5.153866, -30.105510, -44.504785, 11.570951, -9.973815, -4.359830, -8.881481, 1.144218, -6.218328, -2.899567, -2.453732, -8.690555, -12.199428, NaN, -18.783076, -19.405101, -6.144425, NaN, -1.912669, -2.498623, 7.212321, -5.452167, 13.658818, 4.515565, 19.458242, -19.977967, NaN, -6.907651, 4.133187, NaN, 13.876633, 17.110702, -13.051646, 1.515387, -9.067615, 7.137940, NaN, NaN, -20.187859, -3.299763, -6.741913, -2.531635, -6.777945, -13.294762, 13.842862, -7.846809, -23.216869, -4.640945, -22.787823, 15.207242, 2.038765, 8.744509, 2.320688, -0.074528, -10.008239, -6.026249, -10.990421, 26.248417, NaN, -0.428190, -2.851872, NaN, 5.899092, -22.116247, -2.449833, 17.036782, -13.811761, -7.339006, NaN, 6.916412, -34.924539, -5.949226, 7.845541, NaN, -5.983081, -2.276536, -2.399193, NaN, I, H, J, NaN
-6.111084, 6.452698, 11.450849, -15.793820, NaN, NaN, 1.505085, 4.677477, 4.700421, -3.506395, 18.999648, -5.709226, 5.506734, -3.359217, NaN, 11.538753, NaN, 18.956389, -4.181800, -29.171352, -42.817410, 10.846349, NaN, -1.345977, -3.540041, 1.330322, NaN, 1.834645, -3.825838, -12.721549, -10.299250, NaN, NaN, NaN, -0.401997, -2.728136, -3.138551, 2.861155, 6.371721, -1.487273, 12.106267, 6.561560, 19.973459, NaN, NaN, NaN, 4.885296, -10.715330, 13.576409, 18.903780, -13.771735, -2.742579, -8.506995, 5.010848, 21.236094, 8.882366, -15.967667, -1.238960, NaN, -2.643999, -7.684565, -11.638983, 14.372141, -7.518632, -17.312316, NaN, -22.805793, 15.741939, 2.389338, 7.023122, 1.277022, NaN, NaN, -6.912171, -8.244991, 26.538535, -9.252120, 1.417701, -1.140028, -2.588141, 1.349361, -21.190763, -1.542836, 14.452093, -7.969143, NaN, 1.704864, 6.531463, -29.933182, -3.256337, 8.497440, 11.187636, -7.676993, 2.437068, -2.684028, K, H, I, H, H
-7.269890, 7.081888, 13.898199, -17.514708, -9.865475, 27.422313, 4.969161, 4.441287, 8.756704, -3.247774, 18.185863, NaN, 6.757017, 2.093080, NaN, 15.886847, -5.284616, 20.461131, 3.406112, -27.792073, NaN, 17.465703, -4.440302, 2.167543, -5.016117, 4.389542, -4.980334, 2.733201, 1.823951, NaN, -7.218558, -4.134695, -17.957021, -13.669843, 2.266908, -2.286769, 2.941252, 0.562013, 10.757707, 3.100074, 10.041696, 6.941221, 22.127421, -19.117207, NaN, -6.555850, 12.340531, -6.340668, 17.972839, NaN, -9.760924, 2.332101, -6.644764, 11.891452, 22.145439, 13.739718, -12.359149, -2.534845, NaN, 0.967528, -7.674024, -7.812568, 11.169041, -3.489087, -18.596735, -5.045946, -18.171404, 17.170792, 0.818279, 10.672404, 5.186122, 3.869916, -9.688481, -3.412658, -5.114058, 29.488816, -6.614130, 5.842550, -0.532886, -0.708763, 5.476862, -20.878693, -1.120286, 18.052813, -5.193669, -4.593257, 2.164184, 8.389329, -33.283045, 0.019658, 10.970870, 15.878548, -1.402465, NaN, 3.517839, I, NaN, K, NaN, J
-4.800903, 4.213830, 14.444660, -18.687574, -11.491295, NaN, NaN, 3.941289, 5.880552, -3.640745, 15.578625, -2.422583, 5.974574, 2.217338, NaN, 13.523152, -5.273576, 19.898148, -5.160980, -29.484959, NaN, 9.733327, -7.179667, 0.775060, NaN, -0.739365, -8.265884, 0.683020, -4.254065, -6.350734, -9.318014, -5.780493, -18.465495, -17.030618, 2.710955, -3.272987, -0.426826, 2.391456, 3.971128, -1.337079, 11.945068, 6.964077, 24.756020, -20.967893, 0.330560, -7.036649, NaN, -10.683001, NaN, 16.936495, NaN, -1.505423, -10.219157, 9.765552, 17.405604, 8.627608, -17.254710, 2.500750, -9.128161, NaN, -9.407480, -7.777535, 9.250367, -5.843029, -21.416718, -7.560083, -21.299076, 13.455202, NaN, 5.902143, 2.504949, 3.631156, -8.378911, NaN, -8.094290, 28.575220, -12.354915, 5.519539, 1.615129, 1.573578, 2.697477, -21.271080, NaN, 11.895314, -9.292024, -4.129723, 0.686169, 2.039965, -31.532088, -3.450543, 11.455134, 14.275687, -9.552832, -1.154785, NaN, J, I, H, K, I
-13.136512, -2.099133, 8.076283, -21.078133, -17.179246, 21.182226, -1.282979, 1.281899, 2.890164, -6.527859, 14.711068, -8.585271, 4.490121, -4.399324, -10.322858, 13.046138, NaN, 14.578502, -8.630600, -33.298564, -51.236674, 5.791628, -10.503081, -0.843889, -8.548175, -2.480557, -10.490180, -3.404171, NaN, -13.040389, -15.751249, -11.677578, -20.514297, -22.420296, -0.375787, -6.051542, -4.116534, -1.908517, 3.265857, -3.500646, 4.211149, 5.508778, 17.128756, NaN, NaN, -13.129615, 0.580415, NaN, 12.742712, 13.581391, -11.653812, NaN, NaN, 3.466281, NaN, 7.113388, -15.536977, -3.007858, NaN, -5.412969, NaN, -15.320304, 5.823022, -8.892776, -21.395751, -16.428494, -27.544291, NaN, -0.758357, 2.618291, -0.194052, 1.537167, -15.405549, -12.510707, NaN, 24.271091, -9.298392, 2.599531, -1.855024, -6.420157, -2.187781, -25.218743, NaN, 7.285331, -10.300283, -5.777415, -1.265506, -0.846948, -32.347866, -6.266089, 2.836391, 10.542192, -11.471544, -0.645732, -1.005918, H, H, J, H, J
-4.827766, 6.329105, 17.808469, -16.551162, -15.225032, 21.938123, 1.666525, 6.535651, 2.260220, 1.603704, 15.110302, -2.804401, 3.860784, NaN, -6.953169, 15.730354, -5.767808, 19.759526, NaN, -26.628374, -44.489758, 13.629592, -7.564599, -0.011716, NaN, NaN, -7.823216, 1.644725, -2.829930, -9.740663, -8.566784, -8.743590, -15.230538, -21.524314, -1.570513, NaN, -2.098961, 3.457799, 6.963940, -4.659174, 13.454628, 9.140405, 22.173497, -15.606295, 1.749151, -5.274428, 6.879530, -8.553804, 13.387842, 19.269153, -8.211034, 3.334160, NaN, NaN, 17.736706, 8.177277, NaN, -3.479265, -4.369456, 2.303680, -3.473265, -10.750507, 12.181447, -7.929887, -19.152067, -7.569307, -22.538597, 15.137151, 4.514897, 4.115850, 0.398760, 8.754177, -14.649254, -4.114069, -7.435392, 27.592807, -8.052198, NaN, 5.399998, NaN, 4.024031, NaN, 0.208928, NaN, -3.776018, -1.090366, 4.188645, 2.642933, -28.521814, -5.810241, 6.356582, NaN, -5.997001, 4.262289, -1.272856, K, I, I, G, NaN
-7.415987, 5.426198, 18.056215, -14.228754, -14.263665, 23.899144, 0.531505, 4.500185, 2.585790, -3.998933, 14.807014, -4.167900, 5.724968, 0.301403, -6.636298, 14.670932, -5.312189, 17.679324, -4.901954, -26.817618, -43.216328, NaN, -7.585376, 0.665252, -5.934419, 1.741075, -5.852656, NaN, -4.387535, NaN, -13.959800, -9.816328, -19.649387, -19.998526, NaN, -5.427201, -7.026032, 1.389787, 4.301429, 0.021561, 11.389301, 8.907895, 21.946965, NaN, -0.172240, -7.929004, 5.526004, -10.905173, 12.865648, NaN, -10.652674, NaN, -9.469794, 7.224347, 17.171624, 7.650719, -18.972264, 0.115729, -11.524518, -2.997163, -6.572718, -8.923864, 13.553907, NaN, -20.611850, NaN, -19.811280, 14.298113, 1.699463, NaN, 4.120066, 5.976968, -10.803278, -3.277876, NaN, 28.567298, -14.231808, 4.870817, 0.600464, NaN, 3.418887, -21.275194, 0.810960, 17.239734, -10.664158, -1.070590, 4.632415, 3.543363, -31.689591, -6.626244, 8.486848, 14.724900, NaN, -2.486818, -0.564141, H, I, K, K, K
NaN, 0.450204, 8.994987, NaN, -16.692723, 23.966560, -1.639791, NaN, -2.175974, -7.423576, 12.004704, -3.887836, NaN, 1.336691, -12.320206, 12.301366, -7.816654, NaN, -6.620130, -30.210534, -51.299147, 9.669970, -12.476956, 1.465909, -7.729759, 0.983262, -8.989501, -5.099824, -6.350623, -9.842182, -14.664391, -11.157899, NaN, -21.374366, 0.961120, -7.243861, -5.764884, -1.639966, 5.430583, NaN, 8.306631, 4.586588, 22.891132, -21.615333, -5.659122, NaN, 1.172629, -9.399199, 14.157001, 18.684703, -14.026355, -2.525235, -12.573643, 5.208127, 15.458648, 3.989123, -17.175676, 1.734025, -6.199843, -5.343290, -9.692541, -15.707025, 9.992009, -6.844570, -25.735081, NaN, -24.985884, 10.599812, 3.788304, 3.775414, 0.754964, 5.752170, -12.145820, NaN, -6.970333, 24.838524, NaN, 3.653324, -0.427212, -2.872512, -0.094098, NaN, 1.076072, 11.247587, -11.831212, -4.790225, 2.289421, 0.236602, -32.535715, NaN, NaN, 10.026510, NaN, -3.056156, -3.358361, I, NaN, G, H, J
NaN, NaN, 16.921923, -14.209308, -13.975898, 26.833121, NaN, 7.184623, 8.659861, 0.447088, 17.955406, -1.649264, NaN, 0.016446, -8.036994, 17.712908, -3.511352, 20.936292, -0.680481, -28.556890, NaN, NaN, -6.057722, 6.580585, -2.326104, 0.779088, NaN, NaN, 2.515795, -5.761939, -9.964235, -5.362611, -16.578063, -15.179258, 2.441126, 1.014096, 2.335086, 5.946326, 10.921657, NaN, 14.146633, 10.982680, 23.688949, -12.770621, 1.408708, -3.958240, 9.789301, -10.458381, 17.926400, 17.990124, NaN, 5.107720, NaN, 11.462146, 23.033926, 10.314769, -14.547191, 1.577992, -1.672910, 0.882197, -5.035228, -6.859521, 16.570888, -8.754736, -18.398219, NaN, -18.055840, 20.894021, NaN, 7.762960, 7.156539, 10.287136, -9.612026, -0.170194, NaN, 26.412091, -2.063022, 4.778342, 3.778389, 1.285426, 8.919881, -16.202832, NaN, 22.248136, -5.462782, -0.789316, 6.138999, 7.584335, -29.327816, -1.094295, 11.881452, 18.500276, -3.088258, NaN, 6.115643, I, I, J, K, J
-8.334844, NaN, 10.923942, NaN, -15.470093, 22.547907, 7.491900, 6.596381, 2.484919, -0.975043, 17.478646, -6.401705, 4.445218, -0.955048, -9.038934, 15.801229, -0.593948, 17.358977, -3.181669, -29.410132, -45.249296, 8.374420, -9.597666, -0.012007, -5.125088, NaN, -7.325145, 2.589941, -2.183490, -7.402478, -8.260704, -2.869214, -17.843729, -19.748872, 1.629345, -2.517348, -1.695855, 1.968286, 8.614896, -2.831113, 11.085384, 9.868243, 18.861882, -16.522107, 0.913571, NaN, 3.806606, -9.954904, 18.756139, 16.817147, -10.896677, 4.017041, -9.635561, 5.680901, 19.689456, 6.682760, -14.129519, 0.611408, NaN, 0.236448, -4.449101, -11.614930, 12.216953, -5.230719, -20.666502, -5.764500, -21.902944, 15.814315, 4.125856, 2.933177, 2.175487, 5.943655, NaN, NaN, -4.697095, NaN, -8.530677, 2.800957, 1.102799, NaN, 4.036879, -24.700384, -0.193619, 15.060753, -8.631653, -1.536806, 6.282921, 4.445494, -32.398266, -7.551422, 11.326762, 14.255397, NaN, 1.654911, -2.545427, G, H, I, J, K
-12.122263, NaN, 14.112094, -14.080229, -15.249737, 22.293581, -1.638359, 2.921310, 2.188116, NaN, 13.394763, -5.841912, 2.751486, -3.041473, -7.307258, 13.975348, -2.572536, 17.075142, -4.121264, -30.282433, -45.125630, 8.502045, NaN, 1.459876, -5.749236, 0.958226, -8.723969, -1.038801, -4.729810, -12.259961, -13.918952, -7.443505, -17.716334, -17.954353, 0.989600, -3.957946, -8.126975, 1.164286, 9.731752, 2.084712, 8.210486, 9.447912, 18.186139, NaN, 0.630183, -12.865855, 5.083427, -12.405705, 15.030307, 12.613566, -8.393328, NaN, -14.547443, 8.053169, 15.337070, 9.950420, NaN, -5.305348, -7.708117, -5.436135, -8.842164, -17.705386, 9.156956, -6.352736, -20.767236, -8.038713, -21.946550, 16.417068, 0.358402, 8.209625, 2.878590, 4.663357, -12.751731, -7.121816, -7.953440, NaN, NaN, 3.749555, -1.444720, -2.950697, 5.349222, -22.492376, -3.979249, 13.941171, -8.963932, -3.154504, 0.525549, 0.609188, -35.659141, -5.343669, 0.877725, 10.496048, -8.938265, -0.273959, 1.859736, H, I, G, I, K
-1.476206, 5.981803, 12.614018, -18.539003, -14.968389, 20.278077, 1.464032, 4.317692, -3.151220, -4.965249, 14.656360, -5.604456, NaN, NaN, NaN, 10.881874, NaN, 12.416217, -3.623293, NaN, -42.391227, 7.133650, -13.413675, -2.505922, NaN, 2.574393, NaN, 1.698108, -6.874585, -13.255528, -12.062395, -5.968764, -19.421560, NaN, -3.558490, -6.017066, -6.501935, 1.238497, 10.751493, -5.038144, 11.823425, 4.529686, 17.879763, -19.013545, -6.460434, -6.490522, 1.289784, -15.051137, NaN, 15.152371, -14.341330, 1.070332, -9.434810, 2.305382, 14.776950, 7.187669, -17.486493, -1.775161, -8.630998, -2.817837, -7.140004, -16.441329, 12.949900, -5.391311, -19.014454, -4.742900, -22.851512, 14.617621, 3.916481, 4.861662, NaN, 2.700973, -15.073493, -8.664078, -7.813636, 25.008122, -11.370925, 4.721234, -1.164430, -4.471169, 5.647541, -22.289272, -4.871133, 17.340730, -13.086406, -0.015112, NaN, 2.441466, -31.382403, NaN, 5.738079, NaN, -13.221893, -1.132249, NaN, K, NaN, I, I, G
-12.576699, 4.323290, 12.517181, NaN, -18.232334, 25.042278, 0.776561, NaN, 0.528273, -8.508109, NaN, NaN, 5.077660, 5.947963, -7.040859, 16.401316, -1.634802, 15.825316, NaN, -25.421487, -45.220768, 15.511322, -9.459996, 1.632372, -4.739798, 3.185475, -10.923488, -4.369974, -6.370551, -8.244999, NaN, -8.715150, -19.473468, -19.414414, -1.580175, -2.514220, 1.125468, 0.102880, 7.826264, -0.822415, 10.660608, 5.870366, 21.398114, -20.395894, -2.762487, -5.959420, 5.337643, -7.612413, 15.564595, NaN, -9.114476, -1.336788, -8.530683, 7.986827, 16.730001, 9.665310, -12.239396, -5.126697, -9.078222, -5.947992, -3.172299, -14.457193, 12.056013, -7.263930, -20.138578, NaN, -21.894158, NaN, 5.503978, NaN, NaN, NaN, -7.870043, -4.305396, -7.204198, NaN, -12.106315, NaN, -1.949117, 0.387282, 4.685168, -22.553896, -1.053857, 15.326695, -7.277491, -3.183604, 3.382987, 7.569328, -34.065394, NaN, 6.753112, 14.563707, NaN, 1.503019, -1.362986, H, I, G, NaN, J
-6.225965, 5.756438, 13.640445, -11.667734, NaN, 26.001144, 4.281583, 9.749858, NaN, -4.207675, 14.942315, 0.652142, 5.172440, -0.349814, -7.107706, 13.612433, NaN, 19.334456, -2.907330, -27.680011, -45.309510, 12.651275, -6.988310, 9.129440, NaN, 1.583028, -1.973914, 4.330817, -2.780985, -9.524658, -8.657812, -4.833920, NaN, -14.723485, 5.522659, -3.684740, NaN, 3.147762, 9.439948, 1.419597, 13.619107, 10.344457, 21.775358, NaN, -0.162511, -8.797322, 6.708444, -5.076043, 18.858581, 22.067080, -8.705312, 2.220187, -8.645791, 13.293305, 22.606135, NaN, -14.576036, 1.659164, -4.057676, -5.012988, -4.464953, -13.569739, NaN, -2.614172, -18.955623, -2.951698, -21.440771, 19.241769, 6.232522, 10.263262, 8.442427, 8.325788, -6.648733, -7.441392, -6.552140, 27.238372, -4.438384, 4.864609, 0.095262, 0.354811, 7.018606, -19.434374, NaN, 17.449929, -7.562764, 1.073334, 5.464757, NaN, -30.622057, -3.613122, 5.099638, 14.281164, -5.055896, 2.664710, 0.564035, G, I, J, J, NaN
-3.921932, 8.094684, 14.339809, -15.205300, -8.732476, 23.176317, 1.267383, 3.917555, 7.148553, -2.036181, 19.185791, -2.539086, 8.552264, -5.121048, -5.056375, 16.877567, NaN, 24.825830, -5.472752, -28.055533, -40.008921, 13.283154, -7.598755, 3.339075, NaN, NaN, NaN, 2.428377, -0.719515, -10.640683, NaN, -2.647977, -18.315152, -13.358250, NaN, -4.433054, -5.983127, 4.061617, 11.695062, 3.191087, 14.566420, 7.205860, 22.473257, NaN, -0.102362, -6.304426, 5.479480, NaN, 13.230164, 20.030513, -9.384745, 3.299080, -9.227894, 10.963841, NaN, 12.591631, -15.131761, -0.521031, -5.582055, -0.276971, -9.757264, -8.588376, 16.040579, -5.641311, -16.775174, -5.539610, -18.625347, 17.067363, 4.052256, 14.422901, 4.122723, 9.233557, -13.096019, -6.462035, -2.956447, 28.662833, -7.085898, NaN, -0.516304, 0.734473, 2.038689, -18.438236, NaN, 18.788544, -7.062670, NaN, 4.216963, 6.895766, -27.306943, NaN, 8.242220, 13.589455, -5.231363, 5.083905, 2.454535, G, I, K, I, H
-8.528969, NaN, 13.508382, -15.750405, -17.239283, 24.878890, 4.070552, NaN, 6.050973, -6.975286, 14.245704, -2.213459, 5.333725, 3.548768, -11.102314, 11.177128, -1.344336, 12.168824, -3.982789, -27.559802, -46.810038, 11.638669, -9.139278, 1.641623, NaN, NaN, NaN, -1.666942, -4.264431, -6.556452, -11.878544, -11.934263, -18.738273, -17.670477, -0.771371, -4.900021, -3.898745, 1.889610, 7.751156, -1.173327, 14.767643, 8.758747, 24.316864, NaN, -0.684761, -8.650355, 7.489185, -8.775269, 20.460229, 20.721378, NaN, -1.524774, NaN, 10.337723, 17.817602, NaN, -13.475733, 0.785505, -11.601501, NaN, -5.561173, -15.615485, 15.286532, -5.513810, -21.739861, -4.547522, -21.066132, 15.738699, 7.095767, NaN, 3.871928, 3.047236, -7.702378, NaN, -8.811638, 27.074661, -11.328087, 4.791872, -3.296345, NaN, 3.284111, NaN, -0.148258, 16.454100, NaN, -5.287056, 3.293857, 6.079645, -33.523637, NaN, 8.453386, 9.226222, -7.028219, 2.490433, NaN, I, I, K, I, H
